Date,PV_walls_south_E_kWh,PV_walls_south_m2,PV_walls_north_E_kWh,PV_walls_north_m2,PV_roofs_top_E_kWh,PV_roofs_top_m2,PV_walls_east_E_kWh,PV_walls_east_m2,PV_walls_west_E_kWh,PV_walls_west_m2,E_PV_gen_kWh,radiation_kWh,Area_PV_m2
2016-01-01 00:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 01:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 02:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 03:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 04:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 05:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 06:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 07:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 08:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 09:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 10:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 11:00:00+01:00,0,0,0,0,2.06,203.46,0,0,0,0,2.06,14.03,203.46
2016-01-01 12:00:00+01:00,0,0,0,0,3.16,203.46,0,0,0,0,3.16,21.64,203.46
2016-01-01 13:00:00+01:00,0,0,0,0,3.57,203.46,0,0,0,0,3.57,24.97,203.46
2016-01-01 14:00:00+01:00,0,0,0,0,3.04,203.46,0,0,0,0,3.04,21.09,203.46
2016-01-01 15:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 16:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 17:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 18:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 19:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 20:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 21:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 22:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-01 23:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 00:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 01:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 02:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 03:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 04:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 05:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 06:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 07:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
2016-01-02 08:00:00+01:00,0,0,0,0,0.00,203.46,0,0,0,0,0.00,0.00,203.46
