SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf252,B100,top,0,601337.54,15336505.36,21.01,0.00,0.00,1.00,70.51,roofs,1116580.34,0.00,30.00,2.55,0.00,13.17,5,6,10,roofs_top,srf252
srf253,B100,top,0,601337.94,15336515.36,21.01,0.00,0.00,1.00,80.24,roofs,1111671.30,0.00,30.00,2.55,0.00,14.99,5,6,10,roofs_top,srf253
srf254,B100,top,0,601338.33,15336525.36,21.01,0.00,0.00,1.00,88.21,roofs,1112353.82,0.00,30.00,2.55,0.00,16.48,5,6,10,roofs_top,srf254
srf255,B100,top,0,601338.72,15336535.36,21.01,0.00,0.00,1.00,95.93,roofs,1114784.07,0.00,30.00,2.55,0.00,17.92,5,6,10,roofs_top,srf255
srf256,B100,top,0,601337.50,15336540.66,21.01,0.00,0.00,1.00,2.31,roofs,1120280.05,0.00,30.00,2.55,0.00,0.43,5,6,10,roofs_top,srf256
srf257,B100,top,0,601329.33,15336505.61,21.01,0.00,0.00,1.00,77.42,roofs,1120291.14,0.00,30.00,2.55,0.00,14.46,5,6,10,roofs_top,srf257
srf258,B100,top,0,601329.67,15336515.36,21.01,0.00,0.00,1.00,77.18,roofs,1118952.99,0.00,30.00,2.55,0.00,14.42,5,6,10,roofs_top,srf258
srf259,B100,top,0,601330.06,15336525.36,21.01,0.00,0.00,1.00,69.42,roofs,1116338.46,0.00,30.00,2.55,0.00,12.97,5,6,10,roofs_top,srf259
srf260,B100,top,0,601330.45,15336535.36,21.01,0.00,0.00,1.00,61.66,roofs,1120857.54,0.00,30.00,2.55,0.00,11.52,5,6,10,roofs_top,srf260
srf261,B100,top,0,601330.84,15336540.89,21.01,0.00,0.00,1.00,4.84,roofs,1127617.89,0.00,30.00,2.55,0.00,0.90,5,6,10,roofs_top,srf261
