SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf432,B131,top,0,601557.56,15336439.67,21.01,0.00,0.00,1.00,63.59,roofs,1128841.31,0.00,30.00,2.55,0.00,17.82,5,6,10,roofs_top,srf432
srf433,B131,top,0,601559.30,15336449.67,21.01,0.00,0.00,1.00,84.25,roofs,1129038.90,0.00,30.00,2.55,0.00,23.61,5,6,10,roofs_top,srf433
srf434,B131,top,0,601557.01,15336459.67,21.01,0.00,0.00,1.00,46.81,roofs,1128602.36,0.00,30.00,2.55,0.00,13.12,5,6,10,roofs_top,srf434
srf435,B131,top,0,601556.28,15336467.43,21.01,0.00,0.00,1.00,18.41,roofs,1128851.47,0.00,30.00,2.55,0.00,5.16,5,6,10,roofs_top,srf435
srf436,B131,top,0,601550.21,15336439.88,21.01,0.00,0.00,1.00,71.22,roofs,1128789.23,0.00,30.00,2.55,0.00,19.95,5,6,10,roofs_top,srf436
srf437,B131,top,0,601549.57,15336449.67,21.01,0.00,0.00,1.00,88.31,roofs,1128905.72,0.00,30.00,2.55,0.00,24.74,5,6,10,roofs_top,srf437
srf438,B131,top,0,601549.30,15336459.67,21.01,0.00,0.00,1.00,98.88,roofs,1128771.16,0.00,30.00,2.55,0.00,27.70,5,6,10,roofs_top,srf438
srf439,B131,top,0,601549.30,15336468.58,21.01,0.00,0.00,1.00,66.62,roofs,1129883.78,0.00,30.00,2.55,0.00,18.67,5,6,10,roofs_top,srf439
srf440,B131,top,0,601543.94,15336461.78,21.01,0.00,0.00,1.00,2.13,roofs,1129754.53,0.00,30.00,2.55,0.00,0.60,5,6,10,roofs_top,srf440
srf441,B131,top,0,601543.42,15336468.78,21.01,0.00,0.00,1.00,9.96,roofs,1130012.65,0.00,30.00,2.55,0.00,2.79,5,6,10,roofs_top,srf441
